"x","y","cell.index","cell.id","grid_size_km"
19,22,1069,"19_22",2
20,22,1070,"20_22",2
21,22,1071,"21_22",2
22,22,1072,"22_22",2
23,22,1073,"23_22",2
24,22,1074,"24_22",2
25,22,1075,"25_22",2
26,22,1076,"26_22",2
27,22,1077,"27_22",2
28,22,1078,"28_22",2
29,22,1079,"29_22",2
30,22,1080,"30_22",2
31,22,1081,"31_22",2
32,22,1082,"32_22",2
33,22,1083,"33_22",2
34,22,1084,"34_22",2
35,22,1085,"35_22",2
36,22,1086,"36_22",2
37,22,1087,"37_22",2
38,22,1088,"38_22",2
39,22,1089,"39_22",2
40,22,1090,"40_22",2
41,22,1091,"41_22",2
42,22,1092,"42_22",2
43,22,1093,"43_22",2
44,22,1094,"44_22",2
45,22,1095,"45_22",2
46,22,1096,"46_22",2
47,22,1097,"47_22",2
48,22,1098,"48_22",2
49,22,1099,"49_22",2
50,22,1100,"50_22",2
1,23,1101,"1_23",2
2,23,1102,"2_23",2
3,23,1103,"3_23",2
4,23,1104,"4_23",2
5,23,1105,"5_23",2
6,23,1106,"6_23",2
7,23,1107,"7_23",2
8,23,1108,"8_23",2
9,23,1109,"9_23",2
10,23,1110,"10_23",2
11,23,1111,"11_23",2
12,23,1112,"12_23",2
13,23,1113,"13_23",2
14,23,1114,"14_23",2
15,23,1115,"15_23",2
16,23,1116,"16_23",2
17,23,1117,"17_23",2
18,23,1118,"18_23",2
19,23,1119,"19_23",2
20,23,1120,"20_23",2
21,23,1121,"21_23",2
22,23,1122,"22_23",2
23,23,1123,"23_23",2
24,23,1124,"24_23",2
25,23,1125,"25_23",2
26,23,1126,"26_23",2
27,23,1127,"27_23",2
28,23,1128,"28_23",2
29,23,1129,"29_23",2
30,23,1130,"30_23",2
31,23,1131,"31_23",2
32,23,1132,"32_23",2
33,23,1133,"33_23",2
34,23,1134,"34_23",2
35,23,1135,"35_23",2
36,23,1136,"36_23",2
37,23,1137,"37_23",2
38,23,1138,"38_23",2
39,23,1139,"39_23",2
40,23,1140,"40_23",2
41,23,1141,"41_23",2
42,23,1142,"42_23",2
43,23,1143,"43_23",2
44,23,1144,"44_23",2
45,23,1145,"45_23",2
46,23,1146,"46_23",2
47,23,1147,"47_23",2
48,23,1148,"48_23",2
49,23,1149,"49_23",2
50,23,1150,"50_23",2
1,24,1151,"1_24",2
2,24,1152,"2_24",2
3,24,1153,"3_24",2
4,24,1154,"4_24",2
5,24,1155,"5_24",2
6,24,1156,"6_24",2
7,24,1157,"7_24",2
8,24,1158,"8_24",2
9,24,1159,"9_24",2
10,24,1160,"10_24",2
11,24,1161,"11_24",2
12,24,1162,"12_24",2
13,24,1163,"13_24",2
14,24,1164,"14_24",2
15,24,1165,"15_24",2
16,24,1166,"16_24",2
17,24,1167,"17_24",2
18,24,1168,"18_24",2
19,24,1169,"19_24",2
20,24,1170,"20_24",2
21,24,1171,"21_24",2
22,24,1172,"22_24",2
23,24,1173,"23_24",2
24,24,1174,"24_24",2
25,24,1175,"25_24",2
26,24,1176,"26_24",2
27,24,1177,"27_24",2
28,24,1178,"28_24",2
29,24,1179,"29_24",2
30,24,1180,"30_24",2
31,24,1181,"31_24",2
32,24,1182,"32_24",2
33,24,1183,"33_24",2
34,24,1184,"34_24",2
35,24,1185,"35_24",2
36,24,1186,"36_24",2
37,24,1187,"37_24",2
38,24,1188,"38_24",2
39,24,1189,"39_24",2
40,24,1190,"40_24",2
41,24,1191,"41_24",2
42,24,1192,"42_24",2
43,24,1193,"43_24",2
44,24,1194,"44_24",2
45,24,1195,"45_24",2
46,24,1196,"46_24",2
47,24,1197,"47_24",2
48,24,1198,"48_24",2
49,24,1199,"49_24",2
50,24,1200,"50_24",2
1,25,1201,"1_25",2
2,25,1202,"2_25",2
3,25,1203,"3_25",2
4,25,1204,"4_25",2
5,25,1205,"5_25",2
6,25,1206,"6_25",2
7,25,1207,"7_25",2
8,25,1208,"8_25",2
9,25,1209,"9_25",2
10,25,1210,"10_25",2
11,25,1211,"11_25",2
12,25,1212,"12_25",2
13,25,1213,"13_25",2
14,25,1214,"14_25",2
15,25,1215,"15_25",2
16,25,1216,"16_25",2
17,25,1217,"17_25",2
18,25,1218,"18_25",2
19,25,1219,"19_25",2
20,25,1220,"20_25",2
21,25,1221,"21_25",2
22,25,1222,"22_25",2
23,25,1223,"23_25",2
24,25,1224,"24_25",2
25,25,1225,"25_25",2
26,25,1226,"26_25",2
27,25,1227,"27_25",2
28,25,1228,"28_25",2
29,25,1229,"29_25",2
30,25,1230,"30_25",2
31,25,1231,"31_25",2
32,25,1232,"32_25",2
33,25,1233,"33_25",2
34,25,1234,"34_25",2
35,25,1235,"35_25",2
36,25,1236,"36_25",2
37,25,1237,"37_25",2
38,25,1238,"38_25",2
39,25,1239,"39_25",2
40,25,1240,"40_25",2
41,25,1241,"41_25",2
42,25,1242,"42_25",2
43,25,1243,"43_25",2
44,25,1244,"44_25",2
45,25,1245,"45_25",2
46,25,1246,"46_25",2
47,25,1247,"47_25",2
48,25,1248,"48_25",2
49,25,1249,"49_25",2
50,25,1250,"50_25",2
1,26,1251,"1_26",2
2,26,1252,"2_26",2
3,26,1253,"3_26",2
4,26,1254,"4_26",2
5,26,1255,"5_26",2
6,26,1256,"6_26",2
7,26,1257,"7_26",2
8,26,1258,"8_26",2
9,26,1259,"9_26",2
10,26,1260,"10_26",2
11,26,1261,"11_26",2
12,26,1262,"12_26",2
13,26,1263,"13_26",2
14,26,1264,"14_26",2
15,26,1265,"15_26",2
16,26,1266,"16_26",2
17,26,1267,"17_26",2
18,26,1268,"18_26",2
19,26,1269,"19_26",2
20,26,1270,"20_26",2
21,26,1271,"21_26",2
22,26,1272,"22_26",2
23,26,1273,"23_26",2
24,26,1274,"24_26",2
25,26,1275,"25_26",2
26,26,1276,"26_26",2
27,26,1277,"27_26",2
28,26,1278,"28_26",2
29,26,1279,"29_26",2
30,26,1280,"30_26",2
31,26,1281,"31_26",2
32,26,1282,"32_26",2
33,26,1283,"33_26",2
34,26,1284,"34_26",2
35,26,1285,"35_26",2
36,26,1286,"36_26",2
37,26,1287,"37_26",2
38,26,1288,"38_26",2
39,26,1289,"39_26",2
40,26,1290,"40_26",2
41,26,1291,"41_26",2
42,26,1292,"42_26",2
43,26,1293,"43_26",2
44,26,1294,"44_26",2
45,26,1295,"45_26",2
46,26,1296,"46_26",2
47,26,1297,"47_26",2
48,26,1298,"48_26",2
49,26,1299,"49_26",2
50,26,1300,"50_26",2
1,27,1301,"1_27",2
2,27,1302,"2_27",2
3,27,1303,"3_27",2
4,27,1304,"4_27",2
5,27,1305,"5_27",2
6,27,1306,"6_27",2
7,27,1307,"7_27",2
8,27,1308,"8_27",2
9,27,1309,"9_27",2
10,27,1310,"10_27",2
11,27,1311,"11_27",2
12,27,1312,"12_27",2
13,27,1313,"13_27",2
14,27,1314,"14_27",2
15,27,1315,"15_27",2
16,27,1316,"16_27",2
17,27,1317,"17_27",2
18,27,1318,"18_27",2
19,27,1319,"19_27",2
20,27,1320,"20_27",2
21,27,1321,"21_27",2
22,27,1322,"22_27",2
23,27,1323,"23_27",2
24,27,1324,"24_27",2
25,27,1325,"25_27",2
26,27,1326,"26_27",2
27,27,1327,"27_27",2
28,27,1328,"28_27",2
29,27,1329,"29_27",2
30,27,1330,"30_27",2
31,27,1331,"31_27",2
32,27,1332,"32_27",2
33,27,1333,"33_27",2
34,27,1334,"34_27",2
35,27,1335,"35_27",2
36,27,1336,"36_27",2
37,27,1337,"37_27",2
38,27,1338,"38_27",2
39,27,1339,"39_27",2
40,27,1340,"40_27",2
41,27,1341,"41_27",2
42,27,1342,"42_27",2
43,27,1343,"43_27",2
44,27,1344,"44_27",2
45,27,1345,"45_27",2
46,27,1346,"46_27",2
47,27,1347,"47_27",2
48,27,1348,"48_27",2
49,27,1349,"49_27",2
50,27,1350,"50_27",2
1,28,1351,"1_28",2
2,28,1352,"2_28",2
3,28,1353,"3_28",2
4,28,1354,"4_28",2
5,28,1355,"5_28",2
6,28,1356,"6_28",2
7,28,1357,"7_28",2
8,28,1358,"8_28",2
9,28,1359,"9_28",2
10,28,1360,"10_28",2
11,28,1361,"11_28",2
12,28,1362,"12_28",2
13,28,1363,"13_28",2
14,28,1364,"14_28",2
15,28,1365,"15_28",2
16,28,1366,"16_28",2
17,28,1367,"17_28",2
18,28,1368,"18_28",2
19,28,1369,"19_28",2
20,28,1370,"20_28",2
21,28,1371,"21_28",2
22,28,1372,"22_28",2
23,28,1373,"23_28",2
24,28,1374,"24_28",2
25,28,1375,"25_28",2
26,28,1376,"26_28",2
27,28,1377,"27_28",2
28,28,1378,"28_28",2
29,28,1379,"29_28",2
30,28,1380,"30_28",2
31,28,1381,"31_28",2
32,28,1382,"32_28",2
33,28,1383,"33_28",2
34,28,1384,"34_28",2
35,28,1385,"35_28",2
36,28,1386,"36_28",2
37,28,1387,"37_28",2
38,28,1388,"38_28",2
39,28,1389,"39_28",2
40,28,1390,"40_28",2
41,28,1391,"41_28",2
42,28,1392,"42_28",2
43,28,1393,"43_28",2
44,28,1394,"44_28",2
45,28,1395,"45_28",2
46,28,1396,"46_28",2
47,28,1397,"47_28",2
48,28,1398,"48_28",2
49,28,1399,"49_28",2
50,28,1400,"50_28",2
1,29,1401,"1_29",2
2,29,1402,"2_29",2
3,29,1403,"3_29",2
4,29,1404,"4_29",2
5,29,1405,"5_29",2
6,29,1406,"6_29",2
7,29,1407,"7_29",2
8,29,1408,"8_29",2
9,29,1409,"9_29",2
10,29,1410,"10_29",2
11,29,1411,"11_29",2
12,29,1412,"12_29",2
13,29,1413,"13_29",2
14,29,1414,"14_29",2
15,29,1415,"15_29",2
16,29,1416,"16_29",2
17,29,1417,"17_29",2
18,29,1418,"18_29",2
19,29,1419,"19_29",2
20,29,1420,"20_29",2
21,29,1421,"21_29",2
22,29,1422,"22_29",2
23,29,1423,"23_29",2
24,29,1424,"24_29",2
25,29,1425,"25_29",2
26,29,1426,"26_29",2
27,29,1427,"27_29",2
28,29,1428,"28_29",2
29,29,1429,"29_29",2
30,29,1430,"30_29",2
31,29,1431,"31_29",2
32,29,1432,"32_29",2
33,29,1433,"33_29",2
34,29,1434,"34_29",2
35,29,1435,"35_29",2
36,29,1436,"36_29",2
37,29,1437,"37_29",2
38,29,1438,"38_29",2
39,29,1439,"39_29",2
40,29,1440,"40_29",2
41,29,1441,"41_29",2
42,29,1442,"42_29",2
43,29,1443,"43_29",2
44,29,1444,"44_29",2
45,29,1445,"45_29",2
46,29,1446,"46_29",2
47,29,1447,"47_29",2
48,29,1448,"48_29",2
49,29,1449,"49_29",2
50,29,1450,"50_29",2
1,30,1451,"1_30",2
2,30,1452,"2_30",2
3,30,1453,"3_30",2
4,30,1454,"4_30",2
5,30,1455,"5_30",2
6,30,1456,"6_30",2
7,30,1457,"7_30",2
8,30,1458,"8_30",2
9,30,1459,"9_30",2
10,30,1460,"10_30",2
11,30,1461,"11_30",2
12,30,1462,"12_30",2
13,30,1463,"13_30",2
14,30,1464,"14_30",2
15,30,1465,"15_30",2
16,30,1466,"16_30",2
17,30,1467,"17_30",2
18,30,1468,"18_30",2
19,30,1469,"19_30",2
20,30,1470,"20_30",2
21,30,1471,"21_30",2
22,30,1472,"22_30",2
23,30,1473,"23_30",2
24,30,1474,"24_30",2
25,30,1475,"25_30",2
26,30,1476,"26_30",2
27,30,1477,"27_30",2
28,30,1478,"28_30",2
29,30,1479,"29_30",2
30,30,1480,"30_30",2
31,30,1481,"31_30",2
32,30,1482,"32_30",2
33,30,1483,"33_30",2
34,30,1484,"34_30",2
35,30,1485,"35_30",2
36,30,1486,"36_30",2
37,30,1487,"37_30",2
38,30,1488,"38_30",2
39,30,1489,"39_30",2
40,30,1490,"40_30",2
41,30,1491,"41_30",2
42,30,1492,"42_30",2
43,30,1493,"43_30",2
44,30,1494,"44_30",2
45,30,1495,"45_30",2
46,30,1496,"46_30",2
47,30,1497,"47_30",2
48,30,1498,"48_30",2
49,30,1499,"49_30",2
50,30,1500,"50_30",2
1,31,1501,"1_31",2
2,31,1502,"2_31",2
3,31,1503,"3_31",2
4,31,1504,"4_31",2
5,31,1505,"5_31",2
6,31,1506,"6_31",2
7,31,1507,"7_31",2
8,31,1508,"8_31",2
9,31,1509,"9_31",2
10,31,1510,"10_31",2
11,31,1511,"11_31",2
12,31,1512,"12_31",2
13,31,1513,"13_31",2
14,31,1514,"14_31",2
15,31,1515,"15_31",2
16,31,1516,"16_31",2
17,31,1517,"17_31",2
18,31,1518,"18_31",2
19,31,1519,"19_31",2
20,31,1520,"20_31",2
21,31,1521,"21_31",2
22,31,1522,"22_31",2
23,31,1523,"23_31",2
24,31,1524,"24_31",2
25,31,1525,"25_31",2
26,31,1526,"26_31",2
27,31,1527,"27_31",2
28,31,1528,"28_31",2
29,31,1529,"29_31",2
30,31,1530,"30_31",2
31,31,1531,"31_31",2
32,31,1532,"32_31",2
33,31,1533,"33_31",2
34,31,1534,"34_31",2
35,31,1535,"35_31",2
36,31,1536,"36_31",2
37,31,1537,"37_31",2
38,31,1538,"38_31",2
39,31,1539,"39_31",2
40,31,1540,"40_31",2
41,31,1541,"41_31",2
42,31,1542,"42_31",2
43,31,1543,"43_31",2
44,31,1544,"44_31",2
45,31,1545,"45_31",2
46,31,1546,"46_31",2
47,31,1547,"47_31",2
48,31,1548,"48_31",2
49,31,1549,"49_31",2
50,31,1550,"50_31",2
1,32,1551,"1_32",2
2,32,1552,"2_32",2
3,32,1553,"3_32",2
4,32,1554,"4_32",2
5,32,1555,"5_32",2
6,32,1556,"6_32",2
7,32,1557,"7_32",2
8,32,1558,"8_32",2
9,32,1559,"9_32",2
10,32,1560,"10_32",2
11,32,1561,"11_32",2
12,32,1562,"12_32",2
13,32,1563,"13_32",2
14,32,1564,"14_32",2
15,32,1565,"15_32",2
16,32,1566,"16_32",2
17,32,1567,"17_32",2
18,32,1568,"18_32",2
19,32,1569,"19_32",2
20,32,1570,"20_32",2
21,32,1571,"21_32",2
22,32,1572,"22_32",2
23,32,1573,"23_32",2
24,32,1574,"24_32",2
25,32,1575,"25_32",2
26,32,1576,"26_32",2
27,32,1577,"27_32",2
28,32,1578,"28_32",2
29,32,1579,"29_32",2
30,32,1580,"30_32",2
31,32,1581,"31_32",2
32,32,1582,"32_32",2
33,32,1583,"33_32",2
34,32,1584,"34_32",2
35,32,1585,"35_32",2
36,32,1586,"36_32",2
37,32,1587,"37_32",2
38,32,1588,"38_32",2
39,32,1589,"39_32",2
40,32,1590,"40_32",2
41,32,1591,"41_32",2
42,32,1592,"42_32",2
43,32,1593,"43_32",2
44,32,1594,"44_32",2
45,32,1595,"45_32",2
46,32,1596,"46_32",2
47,32,1597,"47_32",2
48,32,1598,"48_32",2
49,32,1599,"49_32",2
50,32,1600,"50_32",2
1,33,1601,"1_33",2
2,33,1602,"2_33",2
3,33,1603,"3_33",2
4,33,1604,"4_33",2
5,33,1605,"5_33",2
6,33,1606,"6_33",2
7,33,1607,"7_33",2
8,33,1608,"8_33",2
9,33,1609,"9_33",2
10,33,1610,"10_33",2
11,33,1611,"11_33",2
12,33,1612,"12_33",2
13,33,1613,"13_33",2
14,33,1614,"14_33",2
15,33,1615,"15_33",2
16,33,1616,"16_33",2
17,33,1617,"17_33",2
18,33,1618,"18_33",2
19,33,1619,"19_33",2
20,33,1620,"20_33",2
21,33,1621,"21_33",2
22,33,1622,"22_33",2
23,33,1623,"23_33",2
24,33,1624,"24_33",2
25,33,1625,"25_33",2
26,33,1626,"26_33",2
27,33,1627,"27_33",2
28,33,1628,"28_33",2
29,33,1629,"29_33",2
30,33,1630,"30_33",2
31,33,1631,"31_33",2
32,33,1632,"32_33",2
33,33,1633,"33_33",2
34,33,1634,"34_33",2
35,33,1635,"35_33",2
36,33,1636,"36_33",2
37,33,1637,"37_33",2
38,33,1638,"38_33",2
39,33,1639,"39_33",2
40,33,1640,"40_33",2
41,33,1641,"41_33",2
42,33,1642,"42_33",2
43,33,1643,"43_33",2
44,33,1644,"44_33",2
45,33,1645,"45_33",2
46,33,1646,"46_33",2
47,33,1647,"47_33",2
48,33,1648,"48_33",2
49,33,1649,"49_33",2
50,33,1650,"50_33",2
1,34,1651,"1_34",2
2,34,1652,"2_34",2
3,34,1653,"3_34",2
4,34,1654,"4_34",2
5,34,1655,"5_34",2
6,34,1656,"6_34",2
7,34,1657,"7_34",2
8,34,1658,"8_34",2
9,34,1659,"9_34",2
10,34,1660,"10_34",2
11,34,1661,"11_34",2
12,34,1662,"12_34",2
13,34,1663,"13_34",2
14,34,1664,"14_34",2
15,34,1665,"15_34",2
16,34,1666,"16_34",2
17,34,1667,"17_34",2
18,34,1668,"18_34",2
19,34,1669,"19_34",2
20,34,1670,"20_34",2
21,34,1671,"21_34",2
22,34,1672,"22_34",2
23,34,1673,"23_34",2
24,34,1674,"24_34",2
25,34,1675,"25_34",2
26,34,1676,"26_34",2
27,34,1677,"27_34",2
28,34,1678,"28_34",2
29,34,1679,"29_34",2
30,34,1680,"30_34",2
31,34,1681,"31_34",2
32,34,1682,"32_34",2
33,34,1683,"33_34",2
34,34,1684,"34_34",2
35,34,1685,"35_34",2
36,34,1686,"36_34",2
37,34,1687,"37_34",2
38,34,1688,"38_34",2
39,34,1689,"39_34",2
40,34,1690,"40_34",2
41,34,1691,"41_34",2
42,34,1692,"42_34",2
43,34,1693,"43_34",2
44,34,1694,"44_34",2
45,34,1695,"45_34",2
46,34,1696,"46_34",2
47,34,1697,"47_34",2
48,34,1698,"48_34",2
49,34,1699,"49_34",2
50,34,1700,"50_34",2
1,35,1701,"1_35",2
2,35,1702,"2_35",2
3,35,1703,"3_35",2
4,35,1704,"4_35",2
5,35,1705,"5_35",2
6,35,1706,"6_35",2
7,35,1707,"7_35",2
8,35,1708,"8_35",2
9,35,1709,"9_35",2
10,35,1710,"10_35",2
11,35,1711,"11_35",2
12,35,1712,"12_35",2
13,35,1713,"13_35",2
14,35,1714,"14_35",2
15,35,1715,"15_35",2
16,35,1716,"16_35",2
17,35,1717,"17_35",2
18,35,1718,"18_35",2
19,35,1719,"19_35",2
20,35,1720,"20_35",2
21,35,1721,"21_35",2
22,35,1722,"22_35",2
23,35,1723,"23_35",2
24,35,1724,"24_35",2
25,35,1725,"25_35",2
26,35,1726,"26_35",2
27,35,1727,"27_35",2
28,35,1728,"28_35",2
29,35,1729,"29_35",2
30,35,1730,"30_35",2
31,35,1731,"31_35",2
32,35,1732,"32_35",2
33,35,1733,"33_35",2
34,35,1734,"34_35",2
35,35,1735,"35_35",2
36,35,1736,"36_35",2
37,35,1737,"37_35",2
38,35,1738,"38_35",2
39,35,1739,"39_35",2
40,35,1740,"40_35",2
41,35,1741,"41_35",2
42,35,1742,"42_35",2
43,35,1743,"43_35",2
44,35,1744,"44_35",2
45,35,1745,"45_35",2
46,35,1746,"46_35",2
47,35,1747,"47_35",2
48,35,1748,"48_35",2
49,35,1749,"49_35",2
50,35,1750,"50_35",2
1,36,1751,"1_36",2
2,36,1752,"2_36",2
3,36,1753,"3_36",2
4,36,1754,"4_36",2
5,36,1755,"5_36",2
6,36,1756,"6_36",2
7,36,1757,"7_36",2
8,36,1758,"8_36",2
9,36,1759,"9_36",2
10,36,1760,"10_36",2
11,36,1761,"11_36",2
12,36,1762,"12_36",2
13,36,1763,"13_36",2
14,36,1764,"14_36",2
15,36,1765,"15_36",2
16,36,1766,"16_36",2
17,36,1767,"17_36",2
18,36,1768,"18_36",2
19,36,1769,"19_36",2
20,36,1770,"20_36",2
21,36,1771,"21_36",2
22,36,1772,"22_36",2
23,36,1773,"23_36",2
24,36,1774,"24_36",2
25,36,1775,"25_36",2
26,36,1776,"26_36",2
27,36,1777,"27_36",2
28,36,1778,"28_36",2
29,36,1779,"29_36",2
30,36,1780,"30_36",2
31,36,1781,"31_36",2
32,36,1782,"32_36",2
33,36,1783,"33_36",2
34,36,1784,"34_36",2
35,36,1785,"35_36",2
36,36,1786,"36_36",2
37,36,1787,"37_36",2
38,36,1788,"38_36",2
39,36,1789,"39_36",2
40,36,1790,"40_36",2
41,36,1791,"41_36",2
42,36,1792,"42_36",2
43,36,1793,"43_36",2
44,36,1794,"44_36",2
45,36,1795,"45_36",2
46,36,1796,"46_36",2
47,36,1797,"47_36",2
48,36,1798,"48_36",2
49,36,1799,"49_36",2
50,36,1800,"50_36",2
1,37,1801,"1_37",2
2,37,1802,"2_37",2
3,37,1803,"3_37",2
4,37,1804,"4_37",2
5,37,1805,"5_37",2
6,37,1806,"6_37",2
7,37,1807,"7_37",2
8,37,1808,"8_37",2
9,37,1809,"9_37",2
10,37,1810,"10_37",2
11,37,1811,"11_37",2
12,37,1812,"12_37",2
13,37,1813,"13_37",2
14,37,1814,"14_37",2
15,37,1815,"15_37",2
16,37,1816,"16_37",2
17,37,1817,"17_37",2
18,37,1818,"18_37",2
19,37,1819,"19_37",2
20,37,1820,"20_37",2
21,37,1821,"21_37",2
22,37,1822,"22_37",2
23,37,1823,"23_37",2
24,37,1824,"24_37",2
25,37,1825,"25_37",2
26,37,1826,"26_37",2
27,37,1827,"27_37",2
28,37,1828,"28_37",2
29,37,1829,"29_37",2
30,37,1830,"30_37",2
31,37,1831,"31_37",2
32,37,1832,"32_37",2
33,37,1833,"33_37",2
34,37,1834,"34_37",2
35,37,1835,"35_37",2
36,37,1836,"36_37",2
37,37,1837,"37_37",2
38,37,1838,"38_37",2
39,37,1839,"39_37",2
40,37,1840,"40_37",2
41,37,1841,"41_37",2
42,37,1842,"42_37",2
43,37,1843,"43_37",2
44,37,1844,"44_37",2
45,37,1845,"45_37",2
46,37,1846,"46_37",2
47,37,1847,"47_37",2
48,37,1848,"48_37",2
49,37,1849,"49_37",2
50,37,1850,"50_37",2
1,38,1851,"1_38",2
2,38,1852,"2_38",2
3,38,1853,"3_38",2
4,38,1854,"4_38",2
5,38,1855,"5_38",2
6,38,1856,"6_38",2
7,38,1857,"7_38",2
8,38,1858,"8_38",2
9,38,1859,"9_38",2
10,38,1860,"10_38",2
11,38,1861,"11_38",2
12,38,1862,"12_38",2
13,38,1863,"13_38",2
14,38,1864,"14_38",2
15,38,1865,"15_38",2
16,38,1866,"16_38",2
17,38,1867,"17_38",2
18,38,1868,"18_38",2
19,38,1869,"19_38",2
20,38,1870,"20_38",2
21,38,1871,"21_38",2
22,38,1872,"22_38",2
23,38,1873,"23_38",2
24,38,1874,"24_38",2
25,38,1875,"25_38",2
26,38,1876,"26_38",2
27,38,1877,"27_38",2
28,38,1878,"28_38",2
29,38,1879,"29_38",2
30,38,1880,"30_38",2
31,38,1881,"31_38",2
32,38,1882,"32_38",2
33,38,1883,"33_38",2
34,38,1884,"34_38",2
35,38,1885,"35_38",2
36,38,1886,"36_38",2
37,38,1887,"37_38",2
38,38,1888,"38_38",2
39,38,1889,"39_38",2
40,38,1890,"40_38",2
41,38,1891,"41_38",2
42,38,1892,"42_38",2
43,38,1893,"43_38",2
44,38,1894,"44_38",2
45,38,1895,"45_38",2
46,38,1896,"46_38",2
47,38,1897,"47_38",2
48,38,1898,"48_38",2
49,38,1899,"49_38",2
50,38,1900,"50_38",2
1,39,1901,"1_39",2
2,39,1902,"2_39",2
3,39,1903,"3_39",2
4,39,1904,"4_39",2
5,39,1905,"5_39",2
6,39,1906,"6_39",2
7,39,1907,"7_39",2
8,39,1908,"8_39",2
9,39,1909,"9_39",2
10,39,1910,"10_39",2
11,39,1911,"11_39",2
12,39,1912,"12_39",2
13,39,1913,"13_39",2
14,39,1914,"14_39",2
15,39,1915,"15_39",2
16,39,1916,"16_39",2
17,39,1917,"17_39",2
18,39,1918,"18_39",2
19,39,1919,"19_39",2
20,39,1920,"20_39",2
21,39,1921,"21_39",2
22,39,1922,"22_39",2
23,39,1923,"23_39",2
24,39,1924,"24_39",2
25,39,1925,"25_39",2
26,39,1926,"26_39",2
27,39,1927,"27_39",2
28,39,1928,"28_39",2
29,39,1929,"29_39",2
30,39,1930,"30_39",2
31,39,1931,"31_39",2
32,39,1932,"32_39",2
33,39,1933,"33_39",2
34,39,1934,"34_39",2
35,39,1935,"35_39",2
36,39,1936,"36_39",2
37,39,1937,"37_39",2
38,39,1938,"38_39",2
39,39,1939,"39_39",2
40,39,1940,"40_39",2
41,39,1941,"41_39",2
42,39,1942,"42_39",2
43,39,1943,"43_39",2
44,39,1944,"44_39",2
45,39,1945,"45_39",2
46,39,1946,"46_39",2
47,39,1947,"47_39",2
48,39,1948,"48_39",2
49,39,1949,"49_39",2
50,39,1950,"50_39",2
1,40,1951,"1_40",2
2,40,1952,"2_40",2
3,40,1953,"3_40",2
4,40,1954,"4_40",2
5,40,1955,"5_40",2
6,40,1956,"6_40",2
7,40,1957,"7_40",2
8,40,1958,"8_40",2
9,40,1959,"9_40",2
10,40,1960,"10_40",2
11,40,1961,"11_40",2
12,40,1962,"12_40",2
13,40,1963,"13_40",2
14,40,1964,"14_40",2
15,40,1965,"15_40",2
16,40,1966,"16_40",2
17,40,1967,"17_40",2
18,40,1968,"18_40",2
19,40,1969,"19_40",2
20,40,1970,"20_40",2
21,40,1971,"21_40",2
22,40,1972,"22_40",2
23,40,1973,"23_40",2
24,40,1974,"24_40",2
25,40,1975,"25_40",2
26,40,1976,"26_40",2
27,40,1977,"27_40",2
28,40,1978,"28_40",2
29,40,1979,"29_40",2
30,40,1980,"30_40",2
31,40,1981,"31_40",2
32,40,1982,"32_40",2
33,40,1983,"33_40",2
34,40,1984,"34_40",2
35,40,1985,"35_40",2
36,40,1986,"36_40",2
37,40,1987,"37_40",2
38,40,1988,"38_40",2
39,40,1989,"39_40",2
40,40,1990,"40_40",2
41,40,1991,"41_40",2
42,40,1992,"42_40",2
43,40,1993,"43_40",2
44,40,1994,"44_40",2
45,40,1995,"45_40",2
46,40,1996,"46_40",2
47,40,1997,"47_40",2
48,40,1998,"48_40",2
49,40,1999,"49_40",2
50,40,2000,"50_40",2
1,41,2001,"1_41",2
2,41,2002,"2_41",2
3,41,2003,"3_41",2
4,41,2004,"4_41",2
5,41,2005,"5_41",2
6,41,2006,"6_41",2
7,41,2007,"7_41",2
8,41,2008,"8_41",2
9,41,2009,"9_41",2
10,41,2010,"10_41",2
11,41,2011,"11_41",2
12,41,2012,"12_41",2
13,41,2013,"13_41",2
14,41,2014,"14_41",2
15,41,2015,"15_41",2
16,41,2016,"16_41",2
17,41,2017,"17_41",2
18,41,2018,"18_41",2
19,41,2019,"19_41",2
20,41,2020,"20_41",2
21,41,2021,"21_41",2
22,41,2022,"22_41",2
23,41,2023,"23_41",2
24,41,2024,"24_41",2
25,41,2025,"25_41",2
26,41,2026,"26_41",2
27,41,2027,"27_41",2
28,41,2028,"28_41",2
29,41,2029,"29_41",2
30,41,2030,"30_41",2
31,41,2031,"31_41",2
32,41,2032,"32_41",2
33,41,2033,"33_41",2
34,41,2034,"34_41",2
35,41,2035,"35_41",2
36,41,2036,"36_41",2
37,41,2037,"37_41",2
38,41,2038,"38_41",2
39,41,2039,"39_41",2
40,41,2040,"40_41",2
41,41,2041,"41_41",2
42,41,2042,"42_41",2
43,41,2043,"43_41",2
44,41,2044,"44_41",2
45,41,2045,"45_41",2
46,41,2046,"46_41",2
47,41,2047,"47_41",2
48,41,2048,"48_41",2
49,41,2049,"49_41",2
50,41,2050,"50_41",2
1,42,2051,"1_42",2
2,42,2052,"2_42",2
3,42,2053,"3_42",2
4,42,2054,"4_42",2
5,42,2055,"5_42",2
6,42,2056,"6_42",2
7,42,2057,"7_42",2
8,42,2058,"8_42",2
9,42,2059,"9_42",2
10,42,2060,"10_42",2
11,42,2061,"11_42",2
12,42,2062,"12_42",2
13,42,2063,"13_42",2
14,42,2064,"14_42",2
15,42,2065,"15_42",2
16,42,2066,"16_42",2
